STRATUM,ADM_STATE,STATE,TRUCKTYPE,TABTRUCKS,HB_STATE,BODYTYPE,ADM_MODELYEAR,VIUS_GVW,MILES_ANNL,MILES_LIFE,MPG,OPCLASS,OPCLASS_MTR,OPCLASS_OWN,OPCLASS_PSL,OPCLASS_PVT,OPCLASS_RNT,TRANSMSSN, TRIP_PRIMARY,TRIP0_50,TRIP051_100,TRIP101_200,TRIP201_500,TRIP500MORE, ADM_MAKE,BUSINESS
93,09,CT,3,75.343,CT,23,14,07,14000,178000,6.5,1,0,0,0,100,0,2,3,0,100,0,0,0,04,14
93,09,CT,3,75.343,CT,12,15,05,2500,76000,6,1,0,0,0,100,0,2,2,100,0,0,0,0,04,11
93,09,CT,3,75.343,CT,27,17,04,1597,122234,6.4,1,0,0,0,100,0,2,2,100,0,0,0,0,01,05
93,09,CT,3,75.343,CT,23,01,07,29379,37109,.,1,0,0,0,100,0, ,7,.,.,.,.,.,08, 
93,09,CT,3,75.343,CT,02,03,02,3000,160000,20,5,0,0,100,0,0,1,2,100,0,0,0,0,01, 
93,09,CT,3,75.343,CT,11,17,07,2223,56000,16,1,0,0,0,100,0,2,2,100,0,0,0,0,04,06
93,09,CT,3,75.343,CT,15,06,05,5490,32941,.,1,0,0,0,100,0, ,3,0,100,0,0,0,04,10
93,09,CT,3,75.343,CT,11,17,08,5000,222038,8,1,0,0,0,100,0,2,2,100,0,0,0,0,08,06
93,09,CT,3,75.343,CT,27,16,02,4185,245185,9,1,0,0,0,100,0,1,2,100,0,0,0,0,06,09
93,09,CT,3,75.343,CT,11,06,04,20000,50602,.,1,0,0,0,100,0,1,2,75,25,0,0,0,01,11
93,09,CT,3,75.343,CT,23,06,08,55632,338439,.,4,0,0,0,0,100,2,2,25,25,25,25,0,08,02
93,09,CT,3,75.343,CT,23,14,06,4382,144110,10,1,0,0,0,100,0,2,2,50,50,0,0,0,04,09
93,09,CT,3,75.343,CT,12,17,03,5000,50000,10,1,0,0,0,100,0,2,2,100,0,0,0,0,01,03
93,09,CT,3,75.343,CT,11,14,05,5000,66000,8,1,0,0,0,100,0,2,2,100,0,0,0,0,06,11
93,09,CT,3,75.343,CT,12,15,03,500,110000,15,1,0,0,0,100,0,1,2,100,0,0,0,0,01,11
93,09,CT,3,75.343,CT,11,17,04,1000,154166,.,1,0,0,0,100,0,2,2,100,0,0,0,0,04,03
93,09,CT,3,75.343,CT,15,16,03,6000,140000,12,1,0,0,0,100,0,2,3,0,100,0,0,0,04,06
93,09,CT,3,75.343,CT,11,08,03,5100,98330,1.5,5,0,0,100,0,0,1,2,100,0,0,0,0,04, 
93,09,CT,3,75.343, ,12,05,02,2000,16523,1,1,0,0,0,100,0,2,2,100,0,0,0,0,01,06
93,09,CT,3,75.343,CT,19,09,09,14453,130089,6,1,0,0,0,100,0,1,2,100,0,0,0,0,08,09
93,09,CT,3,75.343,CT,11,17,11,4000,200000,1,1,0,0,0,100,0,2,2,100,0,0,0,0,04,06
93,09,CT,3,75.343,CT,12,02,07,24872,61670,.,1,0,0,0,100,0, ,7,.,.,.,.,.,05, 
93,09,CT,3,75.343,CT,23,17,03,2000,150000,10,2,100,0,0,0,0,1,3,0,100,0,0,0,04,01
93,09,CT,3,75.343,CT,23,15,02,11543,120163,12.7,1,0,0,0,100,0,2,2,80,19,1,0,0,01,09
93,09,CT,3,75.343,CT,27,17,07,3057,159371,12.3,2,100,0,0,0,0,2,2,100,0,0,0,0,06,01
93,09,CT,3,75.343,CT,11,15,03,3000,120000,10,1,0,0,0,100,0,2,2,90,10,0,0,0,04,06
93,09,CT,3,75.343,CT,15,04,05,4513,18052,.,1,0,0,0,100,0, ,3,0,100,0,0,0,04,10
93,09,CT,3,75.343,CT,11,17,02,8000,82000,10.5,1,0,0,0,100,0,2,2,100,0,0,0,0,01,03
93,09,CT,3,75.343,MA, ,05,12,111084,592440,.,4,0,0,0,0,100,2,2,25,25,25,25,0,08,02
93,09,CT,3,75.343,CT,11,17,08,708,91300,.,1,0,0,0,100,0,2,2,100,0,0,0,0,04,06
93,09,CT,3,75.343,CT,23,06,07,22000,198000,10,1,0,0,0,100,0,2,3,50,50,0,0,0,01,06
93,09,CT,3,75.343, , ,17,07,0,783079,.,6,.,.,.,.,.,2,8,.,.,.,.,.,04, 
93,09,CT,3,75.343,CT,16,02,02,20000,31000,10,1,0,0,0,100,0,4,2,100,0,0,0,0,01,14
93,09,CT,3,75.343,CT,27,09,03,15000,130000,11,1,0,0,0,100,0,1,2,100,0,0,0,0,04,06
93,09,CT,3,75.343,CT,27,06,04,16013,95054,.,2,100,0,0,0,0,1,2,90,10,0,0,0,05,01
93,09,CT,3,75.343,CT,11,17,03,4000,65000,10,2,100,0,0,0,0,2,2,100,0,0,0,0,06,06
93,09,CT,3,75.343,CT,12,14,07,2200,115782,8,1,0,0,0,100,0,2,2,100,0,0,0,0,04,06
93,09,CT,3,75.343, ,15,15,04,0,194796,.,6,.,.,.,.,.,2,8,.,.,.,.,.,04, 
93,09,CT,3,75.343,CT,27,17,06,15658,180361,9.4,2,100,0,0,0,0,2,2,100,0,0,0,0,06,01
93,09,CT,3,75.343,CT,23,01,08,42448,42448,9.8,1,0,0,0,100,0,1,5,0,0,0,100,0,04,08
93,09,CT,3,75.343,CT,27,08,02,22344,246778,12.7,2,100,0,0,0,0,1,2,100,0,0,0,0,04,01
93,09,CT,3,75.343,CT,11,17,03,2427,198847,.,1,0,0,0,100,0,2,2,100,0,0,0,0,06,14
93,09,CT,3,75.343,CT,27,17,03,1000,198667,12,1,0,0,0,100,0, ,2,100,0,0,0,0,01,09
93,09,CT,3,75.343,CT,21,04,08,22743,118715,5.2,1,0,0,0,100,0,1,2,80,0,0,0,0,05,11
93,09,CT,3,75.343,CT,23,17,04,1000,32359,10,2,100,0,0,0,0,1,6,0,0,0,0,100,04,12
93,09,CT,3,75.343,CT,11,17,07,1200,582682,.,1,0,0,0,100,0,2,2,50,0,0,0,0,04,03
93,09,CT,3,75.343,CT,11,16,12,2500,295789,.,2,100,0,0,0,0,2,2,80,15,0,0,0,08,06
93,09,CT,3,75.343,CT,11,12,05,20000,150000,3,1,0,0,0,100,0,2,2,100,0,0,0,0,01,06
93,09,CT,3,75.343,CT,27,06,03,32000,138055,9.7,1,0,0,0,100,0,1,2,100,0,0,0,0,06,13
93,09,CT,3,75.343,CT,27,04,03,31367,91075,11.9,1,0,0,0,100,0,1,4,0,0,100,0,0,05,08
93,09,CT,3,75.343,CT,27,06,05,44323,222183,8,2,100,0,0,0,0,1,3,20,80,0,0,0,01,01
93,09,CT,3,75.343,CT,12,06,03,500,19500,10,1,0,0,0,100,0,1,2,100,0,0,0,0,04,06
93,09,CT,3,75.343,CT,15,13,04,8000,115000,12,1,0,0,0,100,0,1,2,50,50,0,0,0,04,14
93,09,CT,3,75.343,CT,15,03,03,7550,22650,.,1,0,0,0,100,0, ,3,0,100,0,0,0,01,10
93,09,CT,3,75.343,CT,15,04,05,9213,36854,.,1,0,0,0,100,0, ,3,0,100,0,0,0,04,10
93,09,CT,3,75.343,CT, ,16,08,18271,230564,6,1,0,0,0,100,0,2,3,33,37,26,4,0,19,08
93,09,CT,3,75.343,CT,11,16,04,1000,56000,10,1,0,0,0,100,0,2,2,100,0,0,0,0,04,06
93,09,CT,3,75.343, ,16,02,04,18654,61056,.,1,0,0,0,100,0,1,2,100,0,0,0,0,04,06
93,09,CT,3,75.343,CT,16,05,02,10000,90868,14,1,0,0,0,100,0,1,2,100,0,0,0,0,03,06
93,09,CT,3,75.343,CT,27,17,06,300,86000,6.5,1,0,0,0,100,0,2,2,100,0,0,0,0,04,06
93,09,CT,3,75.343,CT,23,06,07,24180,356920,7,2,100,0,0,0,0,2,2,65,20,10,5,0,08,01
93,09,CT,3,75.343, ,12,07,02,22265,167485,.,1,0,0,0,100,0,1,7,.,.,.,.,.,01, 
93,09,CT,3,75.343,CT,23,17,08,2868,150000,12.8,1,0,0,0,100,0,2,7,.,.,.,.,.,08,12
93,09,CT,3,75.343,CT,15,17,07,2201,164937,8.6,1,0,0,0,100,0,2,7,.,.,.,.,.,04,09
93,09,CT,3,75.343,CT,06,10,08,20800,207495,7.4,1,0,0,0,100,0,1,2,100,0,0,0,0,05,08
93,09,CT,3,75.343,CT,25,06,07,30000,175000,8,1,0,0,0,100,0,2,3,0,100,0,0,0,08,08
93,09,CT,3,75.343,CT,20,03,05,16061,55710,7.1,2,100,0,0,0,0,1,2,93,6,1,0,0,04,01
93,09,CT,3,75.343,CT,06,08,08,17761,125000,.,1,0,0,0,100,0,2,4,0,0,50,50,0,08,08
93,09,CT,3,75.343,CT,15,01,05,7471,7471,.,1,0,0,0,100,0, ,3,0,100,0,0,0,01,10
93,09,CT,3,75.343,CT,25,10,08,20000,200000,6,1,0,0,0,100,0,2,3,0,100,0,0,0,08,08
93,09,CT,3,75.343,CT,12,17,07,1000,250000,.,3,0,100,0,0,0,2,2,100,0,0,0,0,01,03
93,09,CT,3,75.343,CT,12,17,04,300,250000,8,1,0,0,0,100,0,2,2,100,0,0,0,0,04, 
93,09,CT,3,75.343,CT,11,14,07,10106,279000,9.5,1,20,0,0,80,0,2,7,.,.,.,.,.,08,06
93,09,CT,3,75.343,CT,11,10,04,1000,44000,.,5,0,0,100,0,0,1,2,100,0,0,0,0,04, 
93,09,CT,3,75.343,CT,25,03,07,60000,80000,15,2,100,0,0,0,0,1,2,100,0,0,0,0,08,08
93,09,CT,3,75.343,CT,11,17,04,4000,103000,10,1,0,0,0,100,0,2,2,100,0,0,0,0,04,11
93,09,CT,3,75.343,CT,16,08,02,10000,80000,11.8,1,0,0,0,100,0,2,2,100,0,0,0,0,03,09
93,09,CT,3,75.343,CT,15,04,04,6550,43150,.,1,0,0,0,100,0,2,2,90,10,0,0,0,06,05
93,09,CT,3,75.343,CT,19,14,08,7857,110428,.,1,0,0,0,100,0,1,2,100,0,0,0,0,22,09
93,09,CT,3,75.343,CT,12,17,07,3638,385549,6.7,1,0,0,0,100,0,2,2,100,0,0,0,0,08,09
93,09,CT,3,75.343,CT,23,01,07,29379,29379,.,1,0,0,0,100,0, ,7,.,.,.,.,.,08, 
93,09,CT,3,75.343,CT,27,03,04,16271,42579,9,4,0,0,0,0,100,1,2,65,30,4,1,0,04,02
93,09,CT,3,75.343,CT,25,05,04,27213,272937,.,1,0,0,0,100,0, ,7,.,.,.,.,.,05, 
93,09,CT,3,75.343,CT,27,17,04,29200,518695,8.3,2,100,0,0,0,0,2,2,77,23,0,0,0,06,01
93,09,CT,3,75.343, ,11,09,04,2000,200000,.,1,0,0,0,100,0,2,7,.,.,.,.,.,04,11
93,09,CT,3,75.343,CT,15,05,03,14787,103171,10.5,1,0,0,0,100,0,1,3,25,50,25,0,0,06,05
93,09,CT,3,75.343,CT,12,07,06,16263,103179,6.9,1,0,0,0,100,0,2,2,95,5,0,0,0,08,07
93,09,CT,3,75.343,CT,27,07,02,16699,167485,12,1,0,0,0,100,0,1,2,60,40,0,0,0,01,06
93,09,CT,3,75.343,CT,11,01,06,3500,42714,.,2,100,0,0,0,0,1,2,100,0,0,0,0,04,11
93,09,CT,3,75.343,CT,11,17,07,300,113297,8.5,1,0,0,0,100,0,2,2,100,0,0,0,0,06,03
93,09,CT,3,75.343, ,15,11,02,5000,126000,14.9,1,0,0,0,100,0,1,7,.,.,.,.,.,01,05
93,09,CT,3,75.343, ,25,04,07,20000,87056,12,1,0,0,0,100,0,2,2,100,0,0,0,0,14,08
93,09,CT,3,75.343,CT,16,07,03,40000,106000,12.5,1,0,0,0,100,0,1,2,75,25,0,0,0,04,06
93,09,CT,3,75.343,CT,16,07,04,30000,210000,11.2,1,0,0,0,100,0,2,2,50,50,0,0,0,01,06
93,09,CT,3,75.343,CT,11,03,07,10000,16000,10,1,0,0,0,100,0,2,2,100,0,0,0,0,04,11
93,09,CT,3,75.343, , ,02,10,84274,209645,.,2,100,0,0,0,0, ,7,.,.,.,.,.,08,01
93,09,CT,3,75.343,CT,15,08,04,2772,56001,6,1,0,0,0,100,0,1,2,100,0,0,0,0,06,10
93,09,CT,3,75.343,CT,20,08,05,28000,155000,6.2,2,100,0,0,0,0,2,2,90,5,5,0,0,04,01
93,09,CT,3,75.343,CT,11,17,07,600,419963,8.1,1,0,0,0,100,0,2,2,90,0,0,0,0,01,11
93,09,CT,3,75.343,CT,11,09,05,10000,84000,13.5,1,0,0,0,100,0,2,2,95,5,0,0,0,04,11
93,09,CT,3,75.343,CT,15,04,09,11773,47094,.,1,0,0,0,100,0, ,2,100,0,0,0,0,08,10
93,09,CT,3,75.343,CT,12,15,02,5000,150000,13,1,0,0,0,100,0,1,2,100,0,0,0,0,06,06
93,09,CT,3,75.343,CT,12,04,07,1000,120000,8,1,0,0,0,100,0,2,6,0,0,0,0,100,08,14
93,09,CT,3,75.343,CT,23,06,01,25000,125000,18,1,0,0,0,100,0,1,2,100,0,0,0,0,01,06
93,09,CT,3,75.343,CT,26,17,05,3000,101145,10,1,0,0,0,100,0,2,3,0,100,0,0,0,06,03
93,09,CT,3,75.343,CT,11,17,03,5000,65067,.,1,0,0,0,100,0,2,2,100,0,0,0,0,01,06
93,09,CT,3,75.343,CT,20,17,05,12000,136000,16,3,0,100,0,0,0,2,2,100,0,0,0,0,04,01
93,09,CT,3,75.343,CT,27,17,02,3000,63000,11,1,0,0,0,100,0,1,2,100,0,0,0,0,01,14
93,09,CT,3,75.343,CT,23,02,07,24872,61056,.,4,0,0,0,0,100,2,2,100,0,0,0,0,08,02
93,09,CT,3,75.343,CT,27,13,04,3351,175492,.,2,100,0,0,0,0,1,2,100,0,0,0,0,04,01
93,09,CT,3,75.343,CT,27,01,05,12000,17891,10,1,0,0,0,100,0,2,2,70,30,0,0,0,04,14
93,09,CT,3,75.343,CT,23,03,07,36280,127712,9.4,1,0,0,0,100,0,2,2,35,35,30,0,0,08,08
93,09,CT,3,75.343,CT,27,10,05,15000,2226000,8.1,1,0,0,0,100,0,1,3,0,100,0,0,0,01,08
93,09,CT,3,75.343,CT,19,17,07,10000,158209,12,1,0,0,0,100,0,2,2,100,0,0,0,0,08,09
93,09,CT,3,75.343,CT,27,17,07,11000,256518,.,4,0,0,0,0,100,1,3,0,100,0,0,0,01,09
93,09,CT,3,75.343,CT,15,06,05,10600,62000,9,1,0,0,0,100,0,1,2,100,0,0,0,0,04,05
93,09,CT,3,75.343,CT,21,09,07,5000,60000,7,1,0,0,0,100,0,1,2,100,0,0,0,0,08,11
93,09,CT,3,75.343,CT,12,03,09,3000,13000,10,3,0,90,10,0,0,2,2,100,0,0,0,0,01,01
93,09,CT,3,75.343,CT,12,17,04,4169,198667,10,1,0,0,0,100,0,2,2,100,0,0,0,0,01,09
93,09,CT,3,75.343,CT,23,02,07,27216,56709,.,4,0,0,0,0,100,2,3,25,25,25,25,0,08,02
93,09,CT,3,75.343,CT,11,17,02,4000,90000,8,1,0,0,0,100,0,2,2,100,0,0,0,0,06,06
93,09,CT,3,75.343,CT,27,07,04,22314,160445,.,2,100,0,0,0,0,1,3,0,100,0,0,0,05,01
93,09,CT,3,75.343,CT,11,06,04,18561,42000,18,1,0,0,0,100,0,1,2,100,0,0,0,0,06,06
93,09,CT,3,75.343,CT,16,04,06,20000,70000,10,1,0,0,0,100,0,2,2,100,0,0,0,0,04,06
93,09,CT,3,75.343,CT,16,09,04,17756,130000,14,1,0,0,0,100,0,1,2,75,25,0,0,0,04,06
93,09,CT,3,75.343,CT,28,14,04,4000,104000,8,5,0,0,100,0,0,1,6,0,0,0,0,100,04, 
93,09,CT,3,75.343,CT,16,03,04,18356,36356,12,1,0,0,0,100,0,1,2,100,0,0,0,0,06,06
93,09,CT,3,75.343,CT,11,15,08,5000,80000,8,1,0,0,0,100,0,2,2,100,0,0,0,0,04,06
93,09,CT,3,75.343,CT,23,04,07,59794,184803,8,4,0,0,0,0,100,2,3,0,100,0,0,0,08,09
93,09,CT,3,75.343,CT,11,14,03,12000,150000,10,5,0,0,100,0,0,1,2,100,0,0,0,0,04, 
93,09,CT,3,75.343, ,25,05,06,20000,126788,20,1,0,0,0,100,0,1,2,50,50,0,0,0,01,08
93,09,CT,3,75.343,CT,12,08,07,6000,54000,.,1,0,0,0,100,0,2,2,100,0,0,0,0,05,11
93,09,CT,3,75.343, ,12,11,07,0,138081,.,6,.,.,.,.,.,2,8,.,.,.,.,.,05, 
93,09,CT,3,75.343,CT,12,16,07,405,164295,3.2,1,0,0,0,100,0,2,2,95,0,0,0,0,04,03
93,09,CT,3,75.343,CT,27,17,07,14959,194003,8,2,100,0,0,0,0,2,2,100,0,0,0,0,06,01
93,09,CT,3,75.343,CT,12,09,05,20000,300000,10,1,0,0,0,100,0,1,2,75,25,0,0,0,04,06
93,09,CT,3,75.343,CT,15,04,05,10339,41359,.,1,0,0,0,100,0, ,3,0,100,0,0,0,04,10
93,09,CT,3,75.343,CT,28,01,04,8000,8000,.,5,0,0,100,0,0,1,2,38,24,19,9,10,01, 
93,09,CT,3,75.343,CT,12,07,05,18000,94000,12,1,0,0,0,100,0,1,2,90,5,5,0,0,04,06
93,09,CT,3,75.343,CT,15,06,02,6000,120000,.,1,0,0,0,100,0,1,2,50,50,0,0,0,04,06
93,09,CT,3,75.343,CT,15,13,08,8000,85000,4,1,0,0,0,100,0,1,2,100,0,0,0,0,06,05
93,09,CT,3,75.343,CT,12,04,07,26528,81623,8.7,1,0,0,0,100,0,2,2,80,20,0,0,0,24,08
93,09,CT,3,75.343,NJ,12,17,07,300,48000,12.1,1,0,0,0,100,0,2,2,100,0,0,0,0,04,06
93,09,CT,3,75.343,CT,11,08,02,6000,159240,12,1,0,0,5,95,0,1,2,100,0,0,0,0,01,14
94,09,CT,4,17.5535,CT,23,05,09,30500,148000,11.7,1,0,0,0,100,0,1,3,30,65,5,0,0,24,08
94,09,CT,4,17.5535,CT,23,02,08,48000,105800,14.6,1,0,0,0,100,0,1,3,25,75,0,0,0,09,08
94,09,CT,4,17.5535,CT,28,08,06,20000,167000,10,1,0,0,0,100,0,2,3,0,100,0,0,0,15,14
94,09,CT,4,17.5535,CT,23,07,08,18600,142222,6.5,1,0,0,0,100,0,1,2,70,10,10,10,0,09,14
94,09,CT,4,17.5535,CT,07,09,12,13667,131780,3.5,1,0,0,0,100,0,1,2,50,50,0,0,0,23,06
94,09,CT,4,17.5535,CT,21,05,11,15000,222587,6,1,0,0,0,100,0,1,2,100,0,0,0,0,16,11
94,09,CT,4,17.5535,CT,11,16,08,3500,104000,9,1,0,0,0,100,0,2,2,100,0,0,0,0,08,06
94,09,CT,4,17.5535,CT,21,02,12,11000,61056,7.6,1,0,0,0,100,0,1,2,100,0,0,0,0,12,11
94,09,CT,4,17.5535,CT,19,15,08,1600,130000,.,3,0,100,0,0,0,2,2,100,0,0,0,0,06,08
94,09,CT,4,17.5535,CT,23,03,09,17250,72000,.,1,0,0,0,100,0,1,2,75,10,0,0,0,14,03
94,09,CT,4,17.5535,CT, ,09,09,30000,243306,5.5,2,100,0,0,0,0,2,3,0,100,0,0,0,04,01
94,09,CT,4,17.5535,CT,12,17,07,321,234493,4,1,0,0,0,100,0,2,2,100,0,0,0,0,01,06
94,09,CT,4,17.5535,CT,11,06,12,18561,126956,.,1,0,0,0,100,0,2,7,.,.,.,.,.,14, 
94,09,CT,4,17.5535,CT,12,07,11,27234,181655,5.8,1,0,0,0,100,0,2,2,80,20,0,0,0,19,09
94,09,CT,4,17.5535,CT,11,10,08,10423,326072,.,1,0,0,0,100,0,2,1,0,0,0,0,0,04,14
94,09,CT,4,17.5535,CT,23,04,04,33065,138263,1.3,1,0,0,0,100,0,2,2,80,0,0,0,0,01,09
94,09,CT,4,17.5535, , ,17,11,0,602045,.,6,.,.,.,.,.,2,8,.,.,.,.,.,08, 
94,09,CT,4,17.5535,CT,11,08,12,17243,213363,4,1,0,0,0,100,0,1,2,50,50,0,0,0,22, 
94,09,CT,4,17.5535,CT,11,13,09,5000,89000,14,1,0,0,0,100,0,2,2,100,0,0,0,0,14,06
94,09,CT,4,17.5535,CT,11,17,10,6000,700000,5.5,1,0,0,0,100,0,2,2,100,0,0,0,0,06,06
94,09,CT,4,17.5535,CT,21,15,11,22012,194796,5.3,3,0,100,0,0,0,2,2,100,0,0,0,0,12,11
94,09,CT,4,17.5535,CT,23,01,05,49896,91473,.,4,0,0,0,0,100,1,2,25,25,25,25,0,09,02
94,09,CT,4,17.5535,CT,12,16,08,1000,300000,15,1,0,0,0,100,0,2,2,100,0,0,0,0,06,06
94,09,CT,4,17.5535,CT,12,05,05,39813,218974,.,1,0,0,0,100,0,2,2,60,30,10,0,0,14,07
94,09,CT,4,17.5535,CT,07,06,12,15736,78680,4,1,0,0,0,100,0,1,2,100,0,0,0,0,23, 
94,09,CT,4,17.5535,CT,11,16,12,4900,85000,.,1,0,0,0,100,0,1,2,100,0,0,0,0,12,06
94,09,CT,4,17.5535,CT,11,03,12,40000,135000,7,1,0,0,0,95,5,2,3,0,100,0,0,0,12,06
94,09,CT,4,17.5535,CT,25,05,11,27213,130400,.,1,0,0,0,100,0,2,4,0,0,50,50,0,08,13
94,09,CT,4,17.5535, ,20,17,09,500,400000,7.5,2,100,0,0,0,0,2,2,100,0,0,0,0,08, 
94,09,CT,4,17.5535,CT,11,17,10,2000,217000,5.9,2,50,0,0,50,0,2,2,100,0,0,0,0,12,06
94,09,CT,4,17.5535,CT,11,17,09,1650,101250,.,1,0,0,0,100,0,2,2,100,0,0,0,0,08, 
94,09,CT,4,17.5535,CT,11,17,09,300,115278,.,1,0,0,0,100,0,2,1,25,0,0,0,0,08,03
94,09,CT,4,17.5535,CT, ,17,11,20000,180000,7,1,0,0,0,100,0,2,2,100,0,0,0,0,04,06
94,09,CT,4,17.5535,CT,25,05,09,37874,192872,6,1,0,0,0,100,0,1,3,0,100,0,0,0,08,08
94,09,CT,4,17.5535,CT,28,01,05,16600,22200,12,1,0,0,0,100,0,1,2,90,10,0,0,0,01,14
94,09,CT,4,17.5535, ,12,17,12,4008,208276,.,6,.,.,.,.,.,2,8,.,.,.,.,.,06, 
94,09,CT,4,17.5535,CT,11,17,11,600,700000,4.5,1,0,0,0,100,0,2,2,100,0,0,0,0,12,03
94,09,CT,4,17.5535, ,12,10,09,31268,326072,.,1,0,0,0,100,0, ,7,.,.,.,.,.,06,11
94,09,CT,4,17.5535,CT,19,17,11,10000,709709,10,1,0,0,0,100,0,2,2,100,0,0,0,0,04,09
94,09,CT,4,17.5535,CT,11,13,10,24188,304188,7,1,0,0,0,100,0,2,3,0,100,0,0,0,08,09
94,09,CT,4,17.5535,CT,12,02,04,4000,6200,.,1,0,0,1,99,0,2,2,100,0,0,0,0,14,14
94,09,CT,4,17.5535,CT,11,17,12,3592,368212,4.9,1,0,0,0,100,0,2,2,70,30,0,0,0,12,06
94,09,CT,4,17.5535,CT,12,06,08,20000,100000,10,1,0,0,0,100,0,2,3,0,100,0,0,0,06,09
94,09,CT,4,17.5535,CT,23,02,04,23102,48248,13,1,15,0,0,85,0,1,2,60,35,4,1,0,14,11
94,09,CT,4,17.5535,CT, ,17,12,1000,109429,4,1,0,0,0,100,0,2,1,0,0,0,0,0,08, 
94,09,CT,4,17.5535,CT,23,10,03,10000,140000,10,1,0,0,0,100,0,2,2,100,0,0,0,0,24,06
94,09,CT,4,17.5535,CT,11,15,10,4682,422260,5.1,1,0,0,0,100,0,2,2,100,0,0,0,0,12,11
94,09,CT,4,17.5535,CT,11,17,10,4000,1000200,12.5,1,0,0,0,100,0,2,2,100,0,0,0,0,06,06
94,09,CT,4,17.5535,CT,11,04,12,11436,84000,6.5,1,0,0,0,100,0,2,2,100,0,0,0,0,05,06
94,09,CT,4,17.5535,CT,21,01,11,29599,42611,.,1,0,0,0,100,0,1,2,100,0,0,0,0,19,11
94,09,CT,4,17.5535,CT,23,07,09,50000,185000,9,1,0,0,0,100,0,1,3,25,50,25,0,0,01,06
94,09,CT,4,17.5535,CT,23,03,11,20441,110800,.,4,0,0,0,0,100,2,4,0,0,50,50,0,09,02
94,09,CT,4,17.5535,CT,07,02,12,15000,33542,6,1,0,0,0,100,0,1,2,100,0,0,0,0,23,06
94,09,CT,4,17.5535,CT,12,04,09,20229,95107,6,1,0,0,0,100,0,1,2,50,40,10,0,0,19,06
94,09,CT,4,17.5535,CT,11,17,09,2100,300000,4.5,1,0,0,0,100,0,2,2,100,0,0,0,0,12,06
94,09,CT,4,17.5535,CT,11,03,12,42000,135000,8.4,1,0,0,0,100,0,2,2,75,25,0,0,0,12,07
94,09,CT,4,17.5535,CT,11,07,12,33586,167485,4.4,2,100,0,0,0,0,2,3,0,100,0,0,0,08,01
94,09,CT,4,17.5535,CT,11,17,09,1500,180000,5,1,0,0,0,100,0,2,7,.,.,.,.,.,08,06
94,09,CT,4,17.5535,CT,16,10,09,15000,116449,10,1,0,0,0,100,0,1,2,100,0,0,0,0,06,09
94,09,CT,4,17.5535,CT,18,17,10,1000,198667,.,1,0,0,0,100,0,2,1,10,0,0,0,0,12,03
94,09,CT,4,17.5535,CT,23,10,08,4550,326072,.,1,0,0,0,100,0,2,3,0,70,0,30,0,04,14
94,09,CT,4,17.5535,CT,19,16,11,7000,127893,6.5,1,0,0,0,100,0,2,2,45,35,15,5,0,08,06
94,09,CT,4,17.5535,CT,12,15,09,5000,80301,.,1,0,0,0,100,0,2,2,100,0,0,0,0,06,06
94,09,CT,4,17.5535,CT,11,17,08,2000,900000,.,1,0,0,0,100,0,2,2,100,0,0,0,0,12,06
94,09,CT,4,17.5535,CT,11,05,12,48000,193000,5.9,1,0,25,0,50,25,2,2,100,0,0,0,0,12,06
94,09,CT,4,17.5535, ,11,17,09,0,1000000,.,6,.,.,.,.,.,2,8,.,.,.,.,.,12, 
94,09,CT,4,17.5535,CT,20,11,04,1365,76797,9,2,100,0,0,0,0,1,2,100,0,0,0,0,15,09
94,09,CT,4,17.5535,CT,09,13,08,6721,114337,6.5,4,0,0,0,0,100,2,2,90,10,0,0,0,01,02
94,09,CT,4,17.5535, ,23,08,08,12000,151640,10,1,0,0,0,100,0,1,2,90,10,0,0,0,15,06
94,09,CT,4,17.5535,CT,21,05,12,15000,79200,2.5,1,0,0,0,100,0,1,2,100,0,0,0,0,23,11
94,09,CT,4,17.5535,CT,23,05,03,27213,37000,12,1,0,0,0,100,0,1,3,40,40,20,0,0,14,07
94,09,CT,4,17.5535,CT,12,05,04,1051,67761,12,1,0,0,0,100,0,1,1,50,0,0,0,0,09,06
94,09,CT,4,17.5535,CT,19,10,11,60000,400000,7,1,0,0,0,100,0,2,3,25,50,25,0,0,11,11
94,09,CT,4,17.5535,CT,11,04,12,38183,159374,4.2,1,25,0,0,75,0,1,2,90,0,0,0,0,12,04
94,09,CT,4,17.5535,CT,07,02,12,31605,64237,3.8,2,90,0,0,10,0,1,2,100,0,0,0,0,23,07
94,09,CT,4,17.5535,CT,11,17,12,4000,419963,5,1,0,0,0,100,0,2,2,100,0,0,0,0,12,06
94,09,CT,4,17.5535,CT,21,03,11,20000,120000,5,1,0,0,0,100,0,2,3,0,100,0,0,0,19,11
94,09,CT,4,17.5535,CT,21,04,10,54842,212917,5,1,0,0,0,100,0,2,2,100,0,0,0,0,12,11
94,09,CT,4,17.5535,CT,21,02,11,17600,52649,2.8,2,100,0,0,0,0,1,2,100,0,0,0,0,08,11
94,09,CT,4,17.5535,CT,11,04,12,20000,63500,8,1,10,0,0,90,0,2,2,98,2,0,0,0,12,06
94,09,CT,4,17.5535,CT,11,17,10,1114,265895,7,1,0,0,0,100,0,2,2,95,5,0,0,0,12,06
94,09,CT,4,17.5535,CT,11,13,10,11418,182842,6,1,0,0,0,100,0,2,1,50,0,0,0,0,12,03
