acres92,stratum
227783,acres82Q2
278841,acres82Q2
210829,acres82Q2
219440,acres82Q2
300970,acres82Q2
288810,acres82Q2
296281,acres82Q2
196959,acres82Q2
245827,acres82Q2
285496,acres82Q2
226336,acres82Q2
399193,acres82Q3
321181,acres82Q2
174314,acres82Q2
232592,acres82Q2
238909,acres82Q2
372292,acres82Q2
68596,acres82Q1
134196,acres82Q2
281327,acres82Q2
119595,acres82Q2
371022,acres82Q3
268447,acres82Q2
304560,acres82Q2
356164,acres82Q2
332910,acres82Q2
249046,acres82Q2
253281,acres82Q2
337893,acres82Q2
270576,acres82Q2
199292,acres82Q2
381934,acres82Q3
111549,acres82Q2
233304,acres82Q2
219894,acres82Q2
210253,acres82Q2
242018,acres82Q2
265245,acres82Q2
217116,acres82Q2
306175,acres82Q2
224716,acres82Q2
201714,acres82Q2
368849,acres82Q2
256023,acres82Q2
507875,acres82Q3
252074,acres82Q2
316809,acres82Q2
250475,acres82Q2
291846,acres82Q2
209452,acres82Q2
359434,acres82Q2
200766,acres82Q2
323465,acres82Q2
188595,acres82Q2
345673,acres82Q2
138986,acres82Q2
254493,acres82Q2
228936,acres82Q2
221122,acres82Q2
277322,acres82Q2
89683,acres82Q2
152529,acres82Q2
204171,acres82Q2
257217,acres82Q2
168586,acres82Q2
116910,acres82Q2
54082,acres82Q1
414394,acres82Q3
165225,acres82Q2
216694,acres82Q2
219042,acres82Q2
120036,acres82Q2
273393,acres82Q2
438142,acres82Q3
137747,acres82Q2
329999,acres82Q2
160576,acres82Q2
459671,acres82Q3
402202,acres82Q3
126474,acres82Q2
111850,acres82Q2
93053,acres82Q2
289729,acres82Q2
134028,acres82Q2
316617,acres82Q2
79981,acres82Q2
78653,acres82Q1
112896,acres82Q2
107526,acres82Q2
91367,acres82Q1
426584,acres82Q3
127351,acres82Q2
151743,acres82Q2
149027,acres82Q2
42712,acres82Q1
88522,acres82Q2
68663,acres82Q1
126352,acres82Q2
294547,acres82Q2
126613,acres82Q2
79962,acres82Q2
139591,acres82Q2
37147,acres82Q1
46532,acres82Q1
43498,acres82Q1
49282,acres82Q1
99726,acres82Q2
30050,acres82Q1
16665,acres82Q1
230838,acres82Q2
223406,acres82Q2
180102,acres82Q2
113734,acres82Q2
76673,acres82Q2
24845,acres82Q1
89168,acres82Q2
66257,acres82Q2
80902,acres82Q1
96919,acres82Q2
93352,acres82Q2
98816,acres82Q2
53401,acres82Q1
80683,acres82Q1
62833,acres82Q1
95736,acres82Q2
140209,acres82Q2
262371,acres82Q2
98914,acres82Q2
125713,acres82Q2
198955,acres82Q2
89816,acres82Q2
182009,acres82Q2
175231,acres82Q2
80272,acres82Q2
137267,acres82Q2
96474,acres82Q2
201759,acres82Q2
80761,acres82Q2
218154,acres82Q2
93180,acres82Q2
31587,acres82Q1
80342,acres82Q2
124202,acres82Q2
86096,acres82Q2
186297,acres82Q2
118651,acres82Q2
110124,acres82Q2
181946,acres82Q2
96540,acres82Q2
95121,acres82Q2
32666,acres82Q1
361003,acres82Q3
273117,acres82Q2
141245,acres82Q2
108314,acres82Q2
40676,acres82Q1
230524,acres82Q2
100433,acres82Q2
108236,acres82Q2
114083,acres82Q2
342237,acres82Q2
72515,acres82Q1
75551,acres82Q1
89807,acres82Q2
83445,acres82Q2
78230,acres82Q2
361634,acres82Q2
1342484,acres82Q4
3002378,acres82Q4
2338866,acres82Q4
449970,acres82Q3
598694,acres82Q3
1619482,acres82Q4
1424228,acres82Q4
2277936,acres82Q4
2085181,acres82Q4
761459,acres82Q3
1334041,acres82Q4
135126,acres82Q2
944497,acres82Q3
2232575,acres82Q4
277050,acres82Q2
699409,acres82Q3
2000266,acres82Q4
1730537,acres82Q4
636514,acres82Q3
349938,acres82Q2
1644001,acres82Q4
367482,acres82Q3
868064,acres82Q3
631377,acres82Q3
883479,acres82Q3
951780,acres82Q3
50220,acres82Q1
1290134,acres82Q4
1271160,acres82Q4
912154,acres82Q3
19158,acres82Q1
248215,acres82Q2
1031872,acres82Q4
777803,acres82Q3
669516,acres82Q3
1968857,acres82Q4
893872,acres82Q3
1629363,acres82Q4
675569,acres82Q3
683088,acres82Q3
241655,acres82Q2
1197028,acres82Q4
1414415,acres82Q4
2585834,acres82Q4
381104,acres82Q3
962450,acres82Q4
99746,acres82Q2
889294,acres82Q3
837904,acres82Q3
1178885,acres82Q4
1063086,acres82Q4
599014,acres82Q3
1688070,acres82Q4
850599,acres82Q3
490988,acres82Q3
1454669,acres82Q4
101073,acres82Q2
52974,acres82Q1
72621,acres82Q1
70697,acres82Q2
104426,acres82Q2
19712,acres82Q1
144529,acres82Q2
170006,acres82Q2
127760,acres82Q2
39667,acres82Q1
93584,acres82Q2
31671,acres82Q1
63067,acres82Q1
31184,acres82Q1
43056,acres82Q1
64031,acres82Q1
125428,acres82Q2
62854,acres82Q1
108363,acres82Q2
23929,acres82Q1
53902,acres82Q1
16405,acres82Q1
93970,acres82Q2
162634,acres82Q2
88386,acres82Q1
98531,acres82Q2
41750,acres82Q1
92192,acres82Q2
68718,acres82Q1
248518,acres82Q2
19676,acres82Q1
180400,acres82Q2
47837,acres82Q1
118291,acres82Q2
34717,acres82Q1
64532,acres82Q1
8882,acres82Q1
156027,acres82Q2
112291,acres82Q2
113654,acres82Q2
204443,acres82Q2
127663,acres82Q2
69961,acres82Q1
52281,acres82Q1
75496,acres82Q1
56693,acres82Q1
93728,acres82Q2
148135,acres82Q2
13310,acres82Q1
230402,acres82Q2
68577,acres82Q1
37434,acres82Q1
141761,acres82Q2
58384,acres82Q1
21218,acres82Q1
22089,acres82Q1
93320,acres82Q2
131767,acres82Q2
27901,acres82Q1
23007,acres82Q1
36975,acres82Q1
86982,acres82Q1
179051,acres82Q2
3486,acres82Q1
155213,acres82Q2
63992,acres82Q1
67491,acres82Q1
44000,acres82Q1
83218,acres82Q1
65136,acres82Q1
68736,acres82Q1
115854,acres82Q2
194015,acres82Q2
23140,acres82Q1
144858,acres82Q2
51916,acres82Q1
292152,acres82Q2
130879,acres82Q2
104874,acres82Q2
55309,acres82Q1
266067,acres82Q2
53690,acres82Q1
89063,acres82Q2
104733,acres82Q2
121404,acres82Q2
12388,acres82Q1
67698,acres82Q1
167379,acres82Q2
67716,acres82Q1
119855,acres82Q2
87478,acres82Q1
102944,acres82Q2
46726,acres82Q1
179554,acres82Q2
115106,acres82Q2
142312,acres82Q2
103773,acres82Q2
38394,acres82Q1
594587,acres82Q3
858267,acres82Q3
777675,acres82Q3
818893,acres82Q3
950031,acres82Q3
677945,acres82Q3
559385,acres82Q3
877382,acres82Q3
1070528,acres82Q4
855458,acres82Q3
627774,acres82Q3
725974,acres82Q3
1352738,acres82Q4
369140,acres82Q2
834293,acres82Q3
366292,acres82Q3
505461,acres82Q3
769225,acres82Q3
1019300,acres82Q3
396154,acres82Q3
688468,acres82Q3
723816,acres82Q3
669049,acres82Q3
598832,acres82Q3
1048701,acres82Q4
544767,acres82Q3
1165695,acres82Q4
1128346,acres82Q4
531643,acres82Q3
1233663,acres82Q4
1000679,acres82Q3
552707,acres82Q3
384213,acres82Q2
600845,acres82Q3
586244,acres82Q3
639709,acres82Q3
485012,acres82Q3
503575,acres82Q3
799606,acres82Q3
522536,acres82Q3
495509,acres82Q3
521343,acres82Q3
745815,acres82Q3
785713,acres82Q3
841736,acres82Q3
439846,acres82Q3
1269572,acres82Q4
591185,acres82Q3
501057,acres82Q3
737273,acres82Q3
1160916,acres82Q4
750913,acres82Q3
1182658,acres82Q4
335465,acres82Q2
489384,acres82Q3
460156,acres82Q3
407678,acres82Q3
460513,acres82Q3
437826,acres82Q3
649612,acres82Q3
296164,acres82Q2
649634,acres82Q3
587595,acres82Q3
270005,acres82Q2
335849,acres82Q2
296016,acres82Q2
428769,acres82Q3
521389,acres82Q3
3887635,acres82Q4
772453,acres82Q3
357067,acres82Q2
228988,acres82Q2
345739,acres82Q2
1425338,acres82Q4
138022,acres82Q2
842110,acres82Q3
658572,acres82Q3
265048,acres82Q2
242898,acres82Q2
298854,acres82Q2
96093,acres82Q2
528731,acres82Q3
340471,acres82Q2
323315,acres82Q2
526476,acres82Q3
430972,acres82Q3
508754,acres82Q3
1069778,acres82Q4
338136,acres82Q2
229703,acres82Q2
545799,acres82Q3
304180,acres82Q2
316551,acres82Q2
321080,acres82Q2
305724,acres82Q2
401978,acres82Q3
403584,acres82Q3
1387740,acres82Q4
375188,acres82Q2
325330,acres82Q2
326831,acres82Q2
186806,acres82Q2
310042,acres82Q2
668957,acres82Q3
446007,acres82Q3
505150,acres82Q3
612694,acres82Q3
414763,acres82Q3
1450481,acres82Q4
335820,acres82Q2
330369,acres82Q2
464534,acres82Q3
322120,acres82Q2
290608,acres82Q2
724458,acres82Q3
236950,acres82Q2
226042,acres82Q2
333488,acres82Q2
325801,acres82Q2
223949,acres82Q2
532901,acres82Q3
375771,acres82Q3
297326,acres82Q2
409715,acres82Q3
250086,acres82Q2
439475,acres82Q3
301513,acres82Q2
657906,acres82Q3
312079,acres82Q2
105085,acres82Q2
437274,acres82Q3
417698,acres82Q3
314949,acres82Q2
1481503,acres82Q4
298115,acres82Q2
1005877,acres82Q4
217228,acres82Q2
347598,acres82Q2
360203,acres82Q2
193556,acres82Q2
339358,acres82Q2
228167,acres82Q2
248502,acres82Q2
307527,acres82Q2
263976,acres82Q2
345509,acres82Q2
20910,acres82Q1
25439,acres82Q1
33935,acres82Q1
46056,acres82Q1
75733,acres82Q1
39844,acres82Q1
46610,acres82Q1
34292,acres82Q1
24716,acres82Q1
38297,acres82Q1
29606,acres82Q1
2636,acres82Q1
97186,acres82Q2
7799,acres82Q1
11644,acres82Q1
68627,acres82Q1
613,acres82Q1
61748,acres82Q1
0,acres82Q1
106324,acres82Q2
35786,acres82Q1
25011,acres82Q1
58758,acres82Q1
23915,acres82Q1
10365,acres82Q1
1838,acres82Q1
98256,acres82Q1
43989,acres82Q1
75531,acres82Q1
325,acres82Q1
87638,acres82Q1
415263,acres82Q3
1553328,acres82Q4
3112271,acres82Q4
2080760,acres82Q4
2085387,acres82Q4
924678,acres82Q3
1343237,acres82Q4
526407,acres82Q3
1138681,acres82Q3
1209335,acres82Q4
1532887,acres82Q4
1289733,acres82Q4
843401,acres82Q4
2149450,acres82Q4
1881764,acres82Q4
3224090,acres82Q4
905235,acres82Q3
1166009,acres82Q4
1769177,acres82Q4
1552865,acres82Q4
1646707,acres82Q4
770155,acres82Q3
1896131,acres82Q4
2579730,acres82Q4
517952,acres82Q3
1233794,acres82Q4
1868074,acres82Q4
324476,acres82Q2
1797466,acres82Q4
2364443,acres82Q4
349231,acres82Q3
268043,acres82Q2
82100,acres82Q1
79635,acres82Q2
3149788,acres82Q4
1949420,acres82Q4
235826,acres82Q2
738041,acres82Q3
494304,acres82Q3
48968,acres82Q1
189223,acres82Q2
140380,acres82Q3
624606,acres82Q3
710618,acres82Q3
231758,acres82Q2
5361,acres82Q1
57889,acres82Q1
161643,acres82Q2
97869,acres82Q2
203704,acres82Q2
254002,acres82Q2
259540,acres82Q2
58963,acres82Q1
188008,acres82Q2
158392,acres82Q2
111974,acres82Q2
138620,acres82Q2
192116,acres82Q2
109692,acres82Q2
145679,acres82Q2
54986,acres82Q1
138299,acres82Q2
35343,acres82Q1
171722,acres82Q2
45820,acres82Q1
163072,acres82Q2
300559,acres82Q2
4,acres82Q1
169313,acres82Q2
205105,acres82Q2
195626,acres82Q2
110150,acres82Q2
138822,acres82Q2
1890,acres82Q1
0,acres82Q1
135494,acres82Q2
242637,acres82Q2
145329,acres82Q2
181624,acres82Q2
102733,acres82Q2
133854,acres82Q2
112334,acres82Q2
218306,acres82Q2
3803,acres82Q1
92683,acres82Q2
831,acres82Q1
396721,acres82Q3
70404,acres82Q1
19198,acres82Q1
117799,acres82Q2
65323,acres82Q1
115071,acres82Q2
363293,acres82Q3
35353,acres82Q1
56002,acres82Q1
114859,acres82Q2
91822,acres82Q2
69643,acres82Q1
5811,acres82Q1
205954,acres82Q2
174627,acres82Q2
5709,acres82Q1
209889,acres82Q2
102024,acres82Q2
196365,acres82Q2
194022,acres82Q2
171129,acres82Q2
155895,acres82Q2
80507,acres82Q2
205105,acres82Q2
126195,acres82Q2
202188,acres82Q2
138297,acres82Q2
122480,acres82Q2
215796,acres82Q2
179280,acres82Q2
99214,acres82Q2
227382,acres82Q2
143773,acres82Q2
161724,acres82Q2
223216,acres82Q2
4060,acres82Q1
335575,acres82Q2
196759,acres82Q2
169017,acres82Q2
88899,acres82Q2
197736,acres82Q2
235971,acres82Q2
97020,acres82Q2
205633,acres82Q2
109820,acres82Q2
65266,acres82Q1
184280,acres82Q2
127867,acres82Q2
28983,acres82Q1
275644,acres82Q2
248400,acres82Q2
113329,acres82Q2
245049,acres82Q2
230988,acres82Q2
48050,acres82Q1
177194,acres82Q2
219023,acres82Q2
74461,acres82Q1
68344,acres82Q1
210601,acres82Q2
17138,acres82Q1
61999,acres82Q1
227327,acres82Q2
202927,acres82Q2
142624,acres82Q2
74037,acres82Q1
261320,acres82Q2
73484,acres82Q1
217397,acres82Q2
103857,acres82Q2
87036,acres82Q2
269163,acres82Q2
200405,acres82Q2
109986,acres82Q2
107157,acres82Q2
113892,acres82Q2
164607,acres82Q2
187718,acres82Q2
104197,acres82Q2
106573,acres82Q2
219037,acres82Q2
96060,acres82Q2
259390,acres82Q2
87954,acres82Q2
96293,acres82Q2
204079,acres82Q2
286698,acres82Q2
160734,acres82Q2
253383,acres82Q2
202324,acres82Q2
95704,acres82Q2
296368,acres82Q2
203498,acres82Q2
136612,acres82Q2
19088,acres82Q1
120519,acres82Q2
148479,acres82Q2
222957,acres82Q2
241787,acres82Q2
41666,acres82Q1
129416,acres82Q2
139655,acres82Q2
246938,acres82Q2
187175,acres82Q2
302456,acres82Q2
216318,acres82Q2
207333,acres82Q2
487638,acres82Q3
375683,acres82Q3
986621,acres82Q4
493631,acres82Q3
513789,acres82Q3
412673,acres82Q3
726481,acres82Q3
499876,acres82Q3
372901,acres82Q3
218803,acres82Q2
300829,acres82Q2
1034980,acres82Q4
157105,acres82Q2
264890,acres82Q2
405831,acres82Q3
358446,acres82Q2
447212,acres82Q3
336285,acres82Q2
633874,acres82Q3
242097,acres82Q2
583098,acres82Q3
699515,acres82Q3
662121,acres82Q3
419760,acres82Q3
566152,acres82Q3
599536,acres82Q3
338529,acres82Q2
286379,acres82Q2
607180,acres82Q3
268038,acres82Q2
346572,acres82Q2
469883,acres82Q3
405271,acres82Q3
323534,acres82Q2
477655,acres82Q3
521820,acres82Q3
558313,acres82Q3
194253,acres82Q2
380529,acres82Q2
397909,acres82Q3
344280,acres82Q2
255538,acres82Q2
253652,acres82Q2
314987,acres82Q2
236766,acres82Q2
494277,acres82Q3
162690,acres82Q2
277981,acres82Q2
230832,acres82Q2
347480,acres82Q2
390957,acres82Q3
282659,acres82Q2
257577,acres82Q2
156748,acres82Q2
280533,acres82Q2
1116090,acres82Q4
207118,acres82Q2
282211,acres82Q2
328976,acres82Q2
481244,acres82Q3
353045,acres82Q3
299263,acres82Q2
239971,acres82Q2
660214,acres82Q3
309614,acres82Q2
250958,acres82Q2
215222,acres82Q2
421233,acres82Q3
1051384,acres82Q4
480948,acres82Q3
134096,acres82Q2
216638,acres82Q2
216268,acres82Q2
577693,acres82Q3
743563,acres82Q3
687299,acres82Q3
818736,acres82Q3
118818,acres82Q2
148848,acres82Q2
24740,acres82Q1
71839,acres82Q1
174872,acres82Q2
894853,acres82Q3
74375,acres82Q1
139483,acres82Q2
402023,acres82Q3
766373,acres82Q3
1154399,acres82Q3
1457339,acres82Q4
27201,acres82Q1
262251,acres82Q2
530960,acres82Q3
31249,acres82Q1
720153,acres82Q3
833025,acres82Q3
242121,acres82Q2
34292,acres82Q1
380464,acres82Q2
1318447,acres82Q4
302462,acres82Q2
1119004,acres82Q4
31294,acres82Q1
167880,acres82Q2
487534,acres82Q3
39559,acres82Q1
1466580,acres82Q4
473316,acres82Q3
694304,acres82Q3
1152965,acres82Q3
139820,acres82Q2
728131,acres82Q3
179787,acres82Q2
172366,acres82Q2
32526,acres82Q1
119566,acres82Q2
57960,acres82Q1
199056,acres82Q2
221981,acres82Q2
76466,acres82Q1
310672,acres82Q2
76790,acres82Q2
129323,acres82Q2
76997,acres82Q1
19026,acres82Q1
139918,acres82Q2
176643,acres82Q2
94817,acres82Q2
55023,acres82Q1
39412,acres82Q1
101816,acres82Q2
211037,acres82Q2
141919,acres82Q2
90298,acres82Q2
5095,acres82Q1
16371,acres82Q1
167863,acres82Q2
106390,acres82Q2
4702,acres82Q1
234391,acres82Q2
88982,acres82Q2
125707,acres82Q2
129503,acres82Q2
143036,acres82Q2
79310,acres82Q1
85113,acres82Q1
36963,acres82Q1
388368,acres82Q3
86402,acres82Q1
104519,acres82Q2
82982,acres82Q1
49850,acres82Q1
132999,acres82Q2
39561,acres82Q1
160802,acres82Q2
81426,acres82Q1
20777,acres82Q1
44425,acres82Q1
41347,acres82Q1
81479,acres82Q2
109438,acres82Q2
104292,acres82Q2
6197,acres82Q1
90065,acres82Q2
89045,acres82Q2
87253,acres82Q1
219933,acres82Q2
30613,acres82Q1
177215,acres82Q2
212477,acres82Q2
63159,acres82Q1
52760,acres82Q1
67388,acres82Q1
203026,acres82Q2
121907,acres82Q2
153897,acres82Q2
62740,acres82Q1
252052,acres82Q2
1468,acres82Q1
5636,acres82Q1
9631,acres82Q1
12408,acres82Q1
20458,acres82Q1
89935,acres82Q1
136565,acres82Q2
81257,acres82Q2
160659,acres82Q2
87355,acres82Q2
74733,acres82Q2
44800,acres82Q1
51020,acres82Q1
90995,acres82Q2
32392,acres82Q1
66165,acres82Q1
94193,acres82Q2
109652,acres82Q2
135766,acres82Q2
126370,acres82Q2
156853,acres82Q2
108848,acres82Q2
62108,acres82Q1
68858,acres82Q1
55712,acres82Q1
194822,acres82Q2
37287,acres82Q1
66809,acres82Q1
70277,acres82Q1
97241,acres82Q2
195697,acres82Q2
72500,acres82Q2
52978,acres82Q1
58323,acres82Q1
128124,acres82Q2
136151,acres82Q2
82634,acres82Q2
19486,acres82Q1
78382,acres82Q2
104862,acres82Q2
93970,acres82Q2
69897,acres82Q1
262093,acres82Q2
44200,acres82Q1
66355,acres82Q1
110679,acres82Q2
107058,acres82Q2
138573,acres82Q2
55992,acres82Q1
173188,acres82Q2
120755,acres82Q2
379973,acres82Q2
724776,acres82Q3
787857,acres82Q3
322432,acres82Q2
444440,acres82Q3
1026353,acres82Q4
496799,acres82Q3
279202,acres82Q2
1243168,acres82Q4
417697,acres82Q3
688081,acres82Q3
534829,acres82Q3
236608,acres82Q2
392935,acres82Q2
1701991,acres82Q4
462238,acres82Q3
270665,acres82Q2
561312,acres82Q3
341131,acres82Q2
1859161,acres82Q4
252419,acres82Q2
641911,acres82Q3
974811,acres82Q3
560057,acres82Q3
373787,acres82Q2
601034,acres82Q3
1204465,acres82Q4
276744,acres82Q2
861129,acres82Q3
245174,acres82Q2
1657305,acres82Q4
390720,acres82Q2
502469,acres82Q3
545064,acres82Q3
1361106,acres82Q4
334057,acres82Q2
584231,acres82Q3
460063,acres82Q3
297819,acres82Q2
195077,acres82Q2
322802,acres82Q2
846435,acres82Q3
325998,acres82Q2
661474,acres82Q3
485748,acres82Q3
2076199,acres82Q4
701352,acres82Q3
313435,acres82Q2
425288,acres82Q3
284888,acres82Q2
1066060,acres82Q4
1726299,acres82Q4
507101,acres82Q3
604219,acres82Q3
322784,acres82Q2
1417516,acres82Q4
890711,acres82Q3
903980,acres82Q3
615479,acres82Q3
1079266,acres82Q4
1006831,acres82Q3
367239,acres82Q2
259517,acres82Q2
448834,acres82Q3
271200,acres82Q2
1406379,acres82Q4
41899,acres82Q1
213603,acres82Q2
62989,acres82Q1
93098,acres82Q2
96181,acres82Q2
91858,acres82Q1
30299,acres82Q1
96550,acres82Q2
165547,acres82Q2
36633,acres82Q1
58289,acres82Q1
71513,acres82Q1
142729,acres82Q2
70483,acres82Q1
84029,acres82Q1
132388,acres82Q2
144918,acres82Q2
96874,acres82Q2
47319,acres82Q1
86858,acres82Q1
95818,acres82Q2
144267,acres82Q2
230906,acres82Q2
258265,acres82Q2
70457,acres82Q1
135469,acres82Q2
272121,acres82Q2
256272,acres82Q2
104457,acres82Q2
236912,acres82Q2
42735,acres82Q1
57216,acres82Q1
62542,acres82Q1
80348,acres82Q1
159927,acres82Q2
110215,acres82Q2
155600,acres82Q2
224247,acres82Q2
146868,acres82Q2
191486,acres82Q2
130167,acres82Q2
44415,acres82Q1
119419,acres82Q2
87298,acres82Q2
98669,acres82Q2
54518,acres82Q1
94254,acres82Q2
91343,acres82Q1
182754,acres82Q2
196733,acres82Q2
36978,acres82Q1
275219,acres82Q2
73654,acres82Q1
123557,acres82Q2
121848,acres82Q2
138618,acres82Q2
141357,acres82Q2
50767,acres82Q1
161902,acres82Q2
245681,acres82Q2
56253,acres82Q1
100176,acres82Q2
174807,acres82Q2
48098,acres82Q1
43202,acres82Q1
257000,acres82Q2
105519,acres82Q2
53026,acres82Q1
37550,acres82Q1
31368,acres82Q1
116696,acres82Q2
52462,acres82Q1
52433,acres82Q1
233312,acres82Q2
200097,acres82Q2
32714,acres82Q1
24832,acres82Q1
74107,acres82Q1
144953,acres82Q2
150309,acres82Q2
53795,acres82Q1
92773,acres82Q2
177522,acres82Q2
183178,acres82Q2
55097,acres82Q1
11292,acres82Q1
49452,acres82Q1
32892,acres82Q1
165309,acres82Q2
117608,acres82Q2
125092,acres82Q2
204146,acres82Q2
123792,acres82Q2
204391,acres82Q2
214497,acres82Q2
352488,acres82Q2
962576,acres82Q3
103063,acres82Q2
19131,acres82Q1
612718,acres82Q3
500665,acres82Q3
765139,acres82Q3
337351,acres82Q2
432939,acres82Q3
396508,acres82Q2
394923,acres82Q2
357933,acres82Q3
442173,acres82Q3
416631,acres82Q3
408710,acres82Q3
371257,acres82Q2
629681,acres82Q3
547829,acres82Q3
263077,acres82Q2
563993,acres82Q3
295601,acres82Q2
2405018,acres82Q4
408824,acres82Q3
566400,acres82Q3
513533,acres82Q3
317187,acres82Q2
548351,acres82Q3
263925,acres82Q2
208073,acres82Q2
490739,acres82Q3
329288,acres82Q3
68448,acres82Q1
622130,acres82Q3
166939,acres82Q2
518316,acres82Q3
251249,acres82Q2
269146,acres82Q2
449972,acres82Q2
670459,acres82Q3
370572,acres82Q2
523049,acres82Q3
680567,acres82Q3
275638,acres82Q2
462533,acres82Q3
549167,acres82Q3
207350,acres82Q2
543750,acres82Q3
571684,acres82Q3
430377,acres82Q3
605252,acres82Q3
471498,acres82Q3
394805,acres82Q2
2001152,acres82Q4
451584,acres82Q3
1584367,acres82Q4
780925,acres82Q3
123756,acres82Q2
553047,acres82Q3
856707,acres82Q3
107565,acres82Q2
365618,acres82Q3
569212,acres82Q3
561521,acres82Q3
677308,acres82Q3
599637,acres82Q3
801159,acres82Q3
493227,acres82Q3
518788,acres82Q3
1117134,acres82Q3
426189,acres82Q3
581776,acres82Q3
378003,acres82Q3
412632,acres82Q3
496742,acres82Q3
545666,acres82Q3
629148,acres82Q3
321752,acres82Q2
422464,acres82Q3
128533,acres82Q2
370140,acres82Q3
749504,acres82Q3
686578,acres82Q3
102229,acres82Q2
573827,acres82Q3
688330,acres82Q3
477515,acres82Q3
465365,acres82Q3
665421,acres82Q3
576013,acres82Q3
409501,acres82Q3
47196,acres82Q1
352915,acres82Q2
347313,acres82Q2
560355,acres82Q3
443027,acres82Q3
461249,acres82Q3
576468,acres82Q3
313952,acres82Q2
32436,acres82Q1
308344,acres82Q3
201952,acres82Q2
686578,acres82Q3
494177,acres82Q3
463450,acres82Q2
545664,acres82Q3
356170,acres82Q2
660412,acres82Q3
470096,acres82Q3
490578,acres82Q3
225852,acres82Q2
386546,acres82Q2
417187,acres82Q3
489398,acres82Q3
2234262,acres82Q4
345138,acres82Q2
402897,acres82Q3
656961,acres82Q3
519043,acres82Q3
461829,acres82Q3
70165,acres82Q1
1524636,acres82Q4
322324,acres82Q2
736407,acres82Q3
517671,acres82Q3
330173,acres82Q2
513418,acres82Q3
383573,acres82Q3
386991,acres82Q3
354917,acres82Q2
553226,acres82Q3
595420,acres82Q3
531206,acres82Q3
774804,acres82Q3
436040,acres82Q3
698832,acres82Q3
576893,acres82Q3
424701,acres82Q3
518028,acres82Q3
432379,acres82Q3
766037,acres82Q3
527837,acres82Q3
318658,acres82Q2
482165,acres82Q3
342213,acres82Q2
428068,acres82Q3
588500,acres82Q3
558553,acres82Q3
507135,acres82Q3
346653,acres82Q2
481539,acres82Q3
491015,acres82Q3
675927,acres82Q3
472332,acres82Q3
515960,acres82Q3
243989,acres82Q2
49579,acres82Q1
512473,acres82Q3
547428,acres82Q3
562612,acres82Q3
678590,acres82Q3
658204,acres82Q3
487573,acres82Q3
724706,acres82Q3
551148,acres82Q3
428243,acres82Q3
587316,acres82Q3
495364,acres82Q3
193885,acres82Q2
587264,acres82Q3
73948,acres82Q1
479889,acres82Q3
220355,acres82Q2
525885,acres82Q3
30268,acres82Q2
536300,acres82Q3
443224,acres82Q3
593819,acres82Q3
847608,acres82Q4
56975,acres82Q1
517272,acres82Q3
195147,acres82Q2
415694,acres82Q2
526276,acres82Q3
2891640,acres82Q4
141215,acres82Q2
402011,acres82Q3
1695484,acres82Q4
98449,acres82Q1
497106,acres82Q3
617851,acres82Q3
362642,acres82Q2
425281,acres82Q2
1555905,acres82Q4
667177,acres82Q3
510079,acres82Q3
391842,acres82Q3
47446,acres82Q1
572607,acres82Q3
268058,acres82Q2
33544,acres82Q1
54580,acres82Q1
82721,acres82Q1
358211,acres82Q3
743638,acres82Q3
764723,acres82Q3
518371,acres82Q3
564382,acres82Q3
187728,acres82Q2
507449,acres82Q3
247626,acres82Q2
62850,acres82Q1
632622,acres82Q3
536507,acres82Q3
835337,acres82Q3
512247,acres82Q3
926093,acres82Q3
505140,acres82Q3
167569,acres82Q2
509017,acres82Q3
1396275,acres82Q4
459120,acres82Q3
581511,acres82Q3
180332,acres82Q2
1020756,acres82Q3
332826,acres82Q2
109635,acres82Q2
58690,acres82Q2
194008,acres82Q2
694909,acres82Q3
917186,acres82Q3
1806639,acres82Q4
378217,acres82Q2
430736,acres82Q3
213923,acres82Q2
242901,acres82Q2
455873,acres82Q3
328367,acres82Q2
1712044,acres82Q4
644730,acres82Q3
501692,acres82Q3
307783,acres82Q2
863384,acres82Q3
260892,acres82Q2
545670,acres82Q3
476493,acres82Q3
432887,acres82Q3
461127,acres82Q3
203667,acres82Q2
344667,acres82Q2
563183,acres82Q3
484907,acres82Q3
723018,acres82Q3
192288,acres82Q2
1449976,acres82Q4
267924,acres82Q2
291860,acres82Q2
21958,acres82Q1
50357,acres82Q2
399011,acres82Q2
240535,acres82Q2
137530,acres82Q2
63116,acres82Q2
434183,acres82Q3
332686,acres82Q2
209819,acres82Q2
484156,acres82Q3
234576,acres82Q2
58522,acres82Q1
493073,acres82Q3
107663,acres82Q2
324921,acres82Q2
447463,acres82Q3
158189,acres82Q2
373582,acres82Q2
437238,acres82Q3
1294703,acres82Q4
450315,acres82Q3
139347,acres82Q2
167374,acres82Q2
105576,acres82Q2
256522,acres82Q2
91568,acres82Q2
188567,acres82Q2
25810,acres82Q1
70411,acres82Q1
90296,acres82Q1
78691,acres82Q1
287442,acres82Q2
47010,acres82Q1
200507,acres82Q2
81768,acres82Q1
96833,acres82Q1
84677,acres82Q2
8627,acres82Q1
66034,acres82Q1
134474,acres82Q2
51604,acres82Q1
113165,acres82Q2
28827,acres82Q1
112944,acres82Q2
17392,acres82Q1
68326,acres82Q1
45451,acres82Q1
115295,acres82Q2
61669,acres82Q1
85954,acres82Q1
56280,acres82Q1
15714,acres82Q1
235533,acres82Q2
